Sentence,Label
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",1
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,2
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",2
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",2
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",1
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,1
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,2
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",2
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",2
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",2
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,1
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",1
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",2
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,1
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",0
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,1
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",1
The company said that the results of the third quarter do not include non-recurring items .,1
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",2
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,1
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",2
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",2
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",1
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",2
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,1
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,1
The ECB can mainly target inflation .,1
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,1
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",2
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,2
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",1
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1
"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",1
The situation of coated magazine printing paper will continue to be weak .,0
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,2
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",2
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",1
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",2
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,0
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,0
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",1
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",1
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",0
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",2
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,2
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",1
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",1
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),1
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",0
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,1
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",2
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",2
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",1
The arrangements do not apply to the group 's units outside Finland .,1
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",2
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",1
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0
"Currently Glaston employs approximately 1,500 persons .",1
Its 168 asset management experts manage assets worth over EUR 35 billion .,1
The report will be emailed within 2 business days of an order .,1
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",2
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",2
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,1
The total value of these two contracts is over EUR 21 million .,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1
The idea of saving electricity in data transfer is still a new one .,1
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
The issuer is solely responsible for the content of this announcement .,1
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,0
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2
Cash Flow from Operations for the most recent quarter also reached a eight year low .,0
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,2
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0
Yvonne Jones is owner of Chameleon Interiors .,1
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",1
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",1
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1
The transaction value is CAD 15 million approximately EUR 10 million .,1
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",1
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",1
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",1
The business area 's net sales were slightly over 2m in 2006 .,1
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",2
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",1
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,1
The energy shot is packed in a 100-millilitre bag with a screw cap .,1
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,2
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,2
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1
"More than 50,000 tonnes of asphalt mix will be used in the contract .",1
"The remaining amount will be funded through debt , the Danish bank said .",1
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,1
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",2
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,1
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,1
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",1
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1
The new B shares carry the right to dividend and other shareholder rights with effect from today .,1
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",2
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",2
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",2
"Net sales will , however , increase from 2005 .",2
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",1
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",2
"When the product is manufactured in Finland , it is also packed in the country .",1
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",1
Officials did not disclose the contract value .,1
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,2
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",1
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1
HK Ruokatalo 's target is to know the consumers .,1
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",2
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",2
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",0
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,1
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",1
The value of the contract is about EUR 27mn .,1
The company 's model is based on developer contracting construction projects and customer focused project management .,1
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,1
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",1
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,2
Coffee will be served starting at 14:30 EET as well as after the event .,1
"The Division also includes joint sales , marketing and controlling functions for these units .",1
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",1
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,1
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",1
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",1
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,0
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,2
The plant is expected to start production in the first half of 2007 .,1
The Company turnover amounted to MEUR 27.9 in 2007 .,1
Union and company officials did not return calls yesterday .,1
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",1
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0
The estimated annual value of the frame agreement is about EUR 50mn .,1
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",0
( The acquisition sum has not been disclosed . ),1
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,2
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",1
The platform would continue to be the development framework for Symbian and MeeGo .,1
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,1
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,1
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,1
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",2
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,1
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",1
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",2
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,1
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",2
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,2
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,2
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",0
The combined value of the planned investments is about EUR 30mn .,1
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",1
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",1
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",2
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,1
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",1
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",2
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",1
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,1
This wood lacquered clock comes with a stripy hand-crocheted cover .,1
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",2
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",1
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",1
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",1
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",1
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,1
The original contract was signed last summer .,1
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",1
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",1
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,2
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",1
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",1
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",1
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,2
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",1
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,1
The closing of such transaction took place today .,1
Each year the dividend is deducted from the subscription price .,1
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",1
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",1
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",1
The company expects meat purchases to remain at about 8mn kilos in 2011 .,1
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",2
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,1
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",1
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",2
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,1
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",1
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",1
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,1
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",2
This will bring cost savings of about EUR 3mn a year .,2
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,0
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",2
`` There is no room to modify the share component as we have already indicated . '',1
The new name of the Sanoma Division will be Sanoma News .,1
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",1
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,1
Cargo volume increased by approximately 5 % .,2
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",1
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",1
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',2
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,1
The total capacity of the factory will be approximately 100 engines a year .,1
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",1
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,1
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",0
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",1
"128,538 shares can still be subscribed for with Series E share options , max .",1
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",1
The markets expect Heineken to sell Hartwall as a whole or in parts .,1
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",1
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0
Exel wants to serve its industrial customers with individual products .,1
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",0
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",1
"The company has the poser , who wants to impress people with the latest handset .",1
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",1
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,0
The project also implies an underground parking lot for 56 vehicles .,1
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,1
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",1
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",1
This amount will not be included in the pensionable salary .,1
The purchase price was not disclosed .,1
"Our customers include companies in the energy and process industry sectors , in particular .",1
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,1
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",1
The company is listed on the Nordic Exchange in Helsinki .,1
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",0
Investments are not disclosed .,1
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",2
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1
The beers differ slightly from mainstream beers .,1
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",2
The phones are targeted at first time users in growth markets .,1
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,1
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",1
The total project duration is three years and it is valued at some EUR11 .5 m.,1
Rapala Fishing Frenzy 2009 .,1
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",1
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",1
The contract is for next year .,1
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2
Marimekko is considering further measures in the matter .,1
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",1
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",1
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",0
"Its annual capacity is some 10,000 MW .",1
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,1
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",2
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,0
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",2
EUR 152.4 mn of this was net interest income .,1
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2
